,YEAR,FOCAL_DEPTH,EQ_PRIMARY,LATITUDE,LONGITUDE
1915,1859,,7.6,-27.35,-70.35
1918,1859,,7.0,13.7,-89.8
1925,1861,70,8.5,-1.0,97.5
1926,1861,20,7.0,0.009,98.0
1929,1861,70,7.0,1.0,97.5
1933,1861,,6.8,1.0,97.5
1935,1861,,6.0,39.1,121.7
1936,1861,,6.5,-1.5,100.0
1937,1861,,7.4,38.5,142.0
1938,1861,,7.5,38.2,22.2
1939,1862,40,7.5,52.3,106.7
1940,1862,,6.5,14.5,121.0
1943,1862,,5.9,32.7,-117.2
1944,1862,,6.5,23.4,120.0
1945,1862,,6.5,7.0,0.4
1947,1862,,6.1,38.8,30.5
1949,1862,,5.5,35.5,111.5
1952,1863,,6.7,36.5,28.0
1953,1863,,5.5,26.0,100.1
1954,1863,,6.5,14.5,121.0
1959,1863,,7.5,-19.0,168.5
1960,1863,,6.4,44.6,141.5
1961,1863,,5.5,43.8,87.6
1962,1863,,6.7,40.5,29.1
1968,1864,,7.8,-1.0,135.0
1971,1864,,6.4,33.38,45.98
1977,1865,,6.0,29.6,53.1
1982,1865,,6.3,37.2,-121.9
1983,1865,,6.0,13.25,123.5
1984,1865,,8.0,-19.5,-173.5
1988,1866,,6.1,36.4,25.3
1989,1866,,6.0,36.0,23.0
1993,1866,,6.7,40.1,20.1
1997,1867,100,7.9,38.4,20.2
1998,1867,,7.0,39.2,26.4
2002,1867,,7.1,36.4,22.2
2004,1867,33,7.5,18.1,-65.1
2006,1867,,7.0,25.34,121.91
2009,1868,,7.9,19.0,-155.5
2010,1868,18,6.5,41.2,69.6
2012,1868,,6.7,40.0,41.7
2016,1868,,7.5,24.5,91.5
2018,1868,25,8.5,-18.6,-71.0
2020,1868,,8.5,-18.6,-71.0
2021,1868,,8.0,0.81,-77.72
2022,1868,20,7.7,0.31,-78.18
2027,1868,12,7.6,-40.2,173.0
2028,1868,15,4.5,41.2,43.8
2029,1868,,6.8,37.7,-122.1
2030,1868,,5.5,32.4,117.8
2041,1869,,6.5,27.7,85.3
2044,1869,,7.0,12.5,123.5
2046,1869,,6.8,-21.0,-70.0
2047,1869,30,7.5,-19.6,-70.23
2049,1869,18,5.6,44.75,35.0
2051,1869,,7.5,37.0,28.0
2053,1870,,7.3,30.0,99.0
2055,1870,,7.9,15.4,-96.3
2060,1870,,7.0,38.5,22.5
2062,1870,,7.5,38.5,22.5
2071,1871,,7.0,20.7,-157.0
2073,1871,,5.9,40.4,-124.2
2074,1871,,7.5,-35.0,-72.5
2081,1871,,7.3,-20.2,-70.2
2083,1871,15,5.6,37.3,58.3
2085,1872,15,6.3,37.3,58.3
2086,1872,,6.5,-16.4,-71.5
2087,1872,,6.0,16.0,119.0
2088,1872,7,5.7,40.6,48.7
2090,1872,,7.4,34.9,132.0
2091,1872,,7.8,36.7,-118.1
2093,1872,,7.3,36.2,36.2
2094,1872,,4.9,5.5,-0.4
2099,1872,5,4.3,48.4,23.3
2112,1873,,6.7,42.0,-124.0
2113,1873,,8.0,-5.5,146.0
2117,1874,,6.1,38.8,38.8
2120,1874,16,5.9,10.5,-63.1
2124,1875,,7.5,20.7,-103.4
2126,1875,,8.0,-20.0,168.5
2128,1875,,7.3,38.1,30.2
2129,1875,,7.0,-18.5,168.0
2130,1875,,6.1,38.7,29.4
2131,1875,20,7.5,7.9,-72.5
2134,1875,9,5.2,44.5,33.4
2138,1875,,6.2,16.0,38.5
2140,1875,,7.0,-6.0,147.0
2142,1876,50,6.8,-3.0,127.25
2143,1876,,6.0,25.4,99.4
2146,1877,40,8.3,-21.5,-70.5
2153,1878,,7.5,-19.0,168.5
2155,1878,40,7.9,-19.92,-70.335
2159,1878,,8.0,-19.0,168.5
2163,1878,13,5.9,10.3,-66.8
2165,1878,,6.7,40.8,29.0
2167,1878,,4.3,34.1,-117.3
2169,1878,,5.5,27.7,100.8
2175,1879,,5.7,6.5,-3.3
2177,1879,,6.7,37.8,47.9
2178,1879,15,6.7,37.5,57.4
2180,1879,,8.0,33.2,104.7
2181,1879,,5.9,29.0,33.0
2186,1880,,5.5,42.0,35.2
2187,1880,,5.5,33.0,104.6
2190,1880,100,7.5,16.0,121.85
2192,1880,,6.1,38.1,27.8
2193,1880,,6.7,38.6,27.1
2194,1880,,7.7,-31.62,-71.18
2196,1880,12,7.0,-38.85,178.85
2198,1880,,7.0,57.0,-136.0
2203,1881,,5.5,24.5,120.7
2205,1881,,7.3,38.25,26.25
2212,1881,,6.5,33.6,104.6
2217,1881,,5.5,25.0,121.5
2218,1881,,6.1,40.6,33.6
2220,1881,,7.0,43.3,147.3
2223,1881,,7.9,8.52,92.43
2226,1882,12,4.8,46.0,14.2
2229,1882,,8.3,10.0,-79.0
2231,1882,,7.5,-4.5,129.9
2232,1882,,5.8,38.1,115.5
2233,1882,,6.3,23.8,120.5
2234,1883,,6.0,7.4,-76.9
2235,1883,,6.2,38.1,46.3
2236,1883,,5.5,37.9,112.5
2238,1883,,7.3,38.3,26.2
2239,1883,,5.8,27.5,52.3
2241,1884,,5.3,23.5,120.4
2243,1884,,6.2,15.7,39.6
2244,1884,,5.5,40.6,-73.75
2245,1884,,7.5,7.5,-79.0
2246,1884,,6.5,23.0,101.1
2248,1884,,6.7,36.95,-3.983
2250,1885,,6.0,34.5,105.7
2256,1885,,7.3,-2.5,127.5
2257,1885,3,4.0,41.9,47.8
2263,1885,15,6.9,42.7,74.1
2266,1885,,5.9,36.1,4.6
2268,1885,,5.0,25.0,104.0
2270,1886,,7.5,37.1,21.5
2271,1886,,7.7,32.9,-80.0
2276,1887,80,8.0,31.0,-109.0
2279,1887,20,7.3,43.1,76.8
2286,1887,,6.8,23.7,102.5
2287,1888,,7.5,10.3,-61.1
2288,1888,,5.0,36.5,102.2
2291,1888,,7.5,38.5,119.0
2292,1888,,7.3,-34.5,172.7
2294,1888,,6.1,41.3,43.3
2299,1889,,6.8,13.5,121.0
2300,1889,,8.3,43.2,78.7
2301,1889,,6.3,32.8,130.7
2304,1889,70,8.0,1.0,126.25
2306,1889,,6.9,39.2,26.0
2307,1889,,6.0,-7.0,113.5
2308,1889,,4.7,6.8,-6.7
2310,1890,10,7.2,36.6,54.6
2313,1890,,5.5,36.9,112.9
2316,1891,,5.8,37.1,111.9
2318,1891,,6.2,-37.4,174.4
2320,1891,80,7.0,-9.0,124.0
2321,1891,,8.4,35.5,137.0
2328,1892,,6.2,38.5,-121.9
2329,1892,,7.5,14.0,143.3
2332,1892,70,7.0,-3.0,127.75
2335,1893,,6.4,37.7,20.9
2336,1893,,6.5,40.5,25.5
2338,1893,,6.7,38.3,38.3
2340,1893,,6.4,37.7,20.9
2341,1893,,5.5,36.6,101.8
2344,1893,,7.5,40.2,19.7
2346,1893,,6.0,-17.75,168.3
2348,1893,,6.8,30.5,101.5
2349,1893,,6.6,37.2,58.4
2350,1893,,6.8,41.7,82.8
2351,1893,,6.5,41.2,80.3
2355,1894,40,7.9,42.5,146.0
2356,1894,,6.7,38.6,23.2
2357,1894,,6.9,38.7,23.1
2358,1894,20,8.2,8.5,-71.7
2359,1894,,7.5,35.7,139.9
2362,1894,,6.3,37.75,21.75
2363,1894,,7.0,38.9,139.8
2364,1894,,7.5,-32.0,-68.5
2367,1895,,6.8,37.1,58.4
2368,1895,,7.3,-8.4,150.1
2369,1895,16,6.1,46.1,14.5
2372,1895,,7.5,39.5,20.5
2373,1895,,6.4,40.0,20.1
2378,1895,60,8.2,39.5,53.7
2380,1895,12,6.0,-38.8,176.0
2381,1895,,6.0,23.5,116.5
2382,1895,,4.3,40.667,-74.883
2390,1896,,5.8,29.2,104.9
2393,1896,,6.5,38.0,76.0
2396,1896,,8.3,39.5,144.0
2399,1896,160,7.5,37.0,71.0
2400,1896,130,6.8,-3.5,102.5
2402,1896,25,6.6,39.7,75.9
2403,1896,40,7.6,43.5,146.0
2405,1897,33,6.1,26.95,56.26
2407,1897,60,8.3,40.0,140.0
2408,1897,33,7.4,38.1,141.9
2409,1897,15,5.5,-6.8,120.8
2410,1897,,6.0,24.7,121.8
2413,1897,14,6.5,-37.3,139.7
2414,1897,33,7.9,12.0,124.0
2416,1897,,7.0,17.0,-96.3
2417,1897,33,8.0,26.0,91.0
2418,1897,,7.0,16.0,-95.0
2419,1897,,7.7,38.0,143.7
2420,1897,33,7.9,18.0,120.0
2421,1897,60,7.9,39.0,143.0
2422,1897,70,7.7,-11.9,-76.8
2423,1897,33,8.6,6.0,122.0
2424,1897,33,8.7,6.0,122.0
2426,1897,33,8.1,12.0,126.0
2428,1897,33,7.9,12.0,126.0
2430,1898,5,4.3,36.5,54.9
2431,1898,,6.5,38.2,-122.4
2433,1898,,7.2,38.6,142.0
2434,1898,33,7.9,12.0,-86.0
2435,1898,,6.0,39.8,76.6
2437,1898,,7.6,52.0,172.0
2439,1898,,6.5,-36.83,-73.03
2440,1898,,6.2,39.75,20.75
2441,1898,,5.5,39.1,113.0
2444,1899,,6.6,37.25,21.75
2445,1899,60,8.4,17.0,-98.0
2447,1899,10,6.9,-21.97,-63.67
2448,1899,60,7.8,18.0,-77.0
2450,1899,25,8.2,60.0,-142.0
2451,1899,25,7.8,60.0,-140.0
2452,1899,60,8.2,60.0,-140.0
2453,1899,,6.7,37.93,28.84
2454,1899,,7.8,-3.0,128.5
2456,1899,20,7.9,53.0,159.0
2457,1899,60,7.1,31.9,132.0
2459,1899,,6.4,33.5,-117.0
2460,1899,,5.6,41.6,43.5
2462,1900,,7.8,36.5,133.5
2464,1900,10,7.4,20.0,-105.0
2465,1900,60,7.8,20.0,-105.0
2467,1900,60,7.5,10.0,-85.5
2468,1900,,5.9,40.3,43.1
2469,1900,33,7.6,-10.0,165.0
2471,1900,,6.6,-4.0,152.0
2472,1900,,7.1,-5.0,148.0
2473,1900,,7.9,4.6,-74.0
2474,1900,33,6.9,-4.0,140.0
2475,1900,,8.3,57.09,-153.48
2476,1900,25,8.4,11.0,-66.0
2477,1900,40,7.9,43.0,146.0
2479,1901,25,7.8,-2.0,-82.0
2480,1901,,6.0,26.0,100.1
2481,1901,,6.4,36.0,-120.5
2482,1901,,6.4,43.4,28.7
2483,1901,,7.2,43.4,28.5
2484,1901,30,7.5,45.0,148.0
2486,1901,60,7.9,27.0,130.0
2487,1901,33,7.9,40.5,142.5
2488,1901,60,8.4,-22.0,170.0
2489,1901,33,8.2,40.6,142.3
2490,1901,33,6.3,40.5,142.5
2492,1901,,7.0,11.0,-86.5
2493,1901,,6.1,40.0,41.5
2494,1901,33,7.8,14.0,122.0
2495,1901,,5.9,39.4,26.7
2496,1901,,7.8,51.45,-171.02
2497,1902,,7.8,52.4,-167.5
2498,1902,,7.0,17.6,-99.7
2499,1902,,6.3,14.71,-91.59
2500,1902,60,7.8,-8.0,150.0
2501,1902,60,7.8,-20.0,-174.0
2502,1902,15,6.9,40.7,48.6
2503,1902,,7.0,13.5,-89.5
2504,1902,,5.5,40.7,33.6
2505,1902,33,7.5,14.0,-91.0
2508,1902,600,8.0,50.0,148.0
2509,1902,,6.6,40.75,23.25
2511,1902,,7.3,7.5,123.5
2512,1902,30,7.7,39.88,76.2
2514,1902,,5.5,26.3,99.9
2515,1902,33,8.1,18.0,146.0
2516,1902,100,7.8,16.6,-92.6
2517,1902,60,7.8,29.0,-114.0
2518,1902,9,6.4,40.8,72.3
2519,1903,400,8.0,-20.0,-175.0
2520,1903,33,7.7,15.0,-98.0
2521,1903,60,7.8,48.0,98.0
2523,1903,,8.1,-8.0,106.0
2524,1903,,5.7,32.2,35.3
2525,1903,33,6.5,-3.0,127.5
2527,1903,,6.3,39.1,42.5
2528,1903,60,7.9,-17.0,168.0
2530,1903,,5.8,40.9,42.7
2531,1903,,8.3,61.56,-158.54
2534,1903,,7.7,4.6,-74.0
2535,1903,100,7.8,36.0,23.0
2537,1903,,6.5,35.2,58.2
2539,1903,,6.5,-28.5,-71.0
2540,1903,60,7.8,7.0,126.0
2541,1904,60,7.9,7.0,-79.0
2542,1904,40,7.6,42.5,145.8
2543,1904,15,7.5,41.8,23.2
2544,1904,15,7.8,41.8,23.2
2545,1904,,6.0,23.5,120.5
2546,1904,350,7.9,40.0,134.0
2547,1904,30,8.3,52.0,159.0
2548,1904,30,8.1,52.0,159.0
2549,1904,60,7.9,52.0,159.0
2550,1904,33,7.5,-40.5,177.0
2551,1904,10,6.2,37.75,27.0
2552,1904,25,7.9,30.0,130.0
2553,1904,,8.3,64.66,-148.08
2554,1904,,6.0,31.2,100.9
2556,1904,,7.7,-1.0,-80.5
2557,1904,,6.3,23.5,120.3
2558,1904,60,7.2,9.2,-82.8
2559,1905,,6.8,9.85,-84.68
2560,1905,90,8.4,1.0,123.0
2561,1905,,7.9,50.73,-178.55
2562,1905,60,7.5,-27.5,-173.0
2564,1905,25,7.8,33.0,76.0
2565,1905,33,6.5,40.2,29.0
2568,1905,60,7.5,-4.0,149.0
2569,1905,20,6.6,42.1,19.6
2570,1905,100,7.8,34.0,132.0
2571,1905,60,7.6,-1.0,-168.0
2572,1905,33,7.0,37.4,142.6
2573,1905,33,8.4,49.0,99.0
2574,1905,33,8.4,49.0,98.0
2576,1905,230,7.5,45.0,143.0
2577,1905,15,7.1,38.67,16.07
2578,1905,60,7.8,53.0,164.0
2579,1905,,5.1,44.5,37.5
2580,1905,33,6.4,42.0,23.0
2581,1905,60,7.5,42.0,42.0
2582,1905,,5.0,29.3,104.8
2583,1905,30,7.8,40.25,24.2
2586,1905,,6.8,38.1,38.6
2587,1905,,6.5,11.0,123.5
2590,1906,,5.5,26.6,104.1
2591,1906,340,8.4,34.0,138.0
2593,1906,25,8.6,1.0,-81.5
2594,1906,,7.7,3.5,-76.2
2598,1906,15,6.5,41.1,20.0
2599,1906,,6.8,23.6,120.5
2600,1906,,6.5,24.5,118.5
2601,1906,60,7.5,19.0,-113.8
2602,1906,,6.5,23.4,120.4
2603,1906,20,7.9,37.67,-122.48
2605,1906,,5.3,24.6,98.6
2606,1906,,7.7,4.6,-74.0
2607,1906,,7.7,4.6,-74.0
2608,1906,25,7.8,51.05,179.69
2609,1906,25,8.2,-33.0,-72.0
2610,1906,,6.8,9.0,38.4
2611,1906,33,8.0,-7.0,149.0
2613,1906,150,7.9,-2.0,-79.0
2614,1906,,7.2,-4.0,149.0
2615,1906,,7.8,-22.0,109.0
2616,1906,,5.0,6.5,0.3
2617,1906,100,7.9,15.0,-61.0
2618,1906,33,8.3,43.5,85.0
2619,1906,,7.6,56.85,-153.9
2620,1906,33,7.9,-18.0,-71.0
2621,1907,50,7.8,2.0,94.5
2622,1907,,6.5,18.2,-76.8
2624,1907,90,7.6,-13.2,-75.4
2625,1907,500,7.3,3.0,122.0
2626,1907,60,8.3,17.0,-100.0
2627,1907,,7.6,14.0,123.0
2628,1907,,7.4,13.5,123.0
2629,1907,60,7.7,-7.5,153.7
2630,1907,600,7.9,51.5,147.0
2632,1907,200,7.9,1.0,127.0
2634,1907,13,6.2,41.1,20.1
2635,1907,,7.8,52.59,-169.73
2636,1907,,5.5,59.5,-135.5
2637,1907,60,7.7,28.0,-112.5
2638,1907,35,7.4,38.5,67.9
2639,1907,33,5.9,38.133,16.017
2642,1907,33,7.4,-3.1,142.5
2644,1908,130,7.5,-2.0,100.0
2645,1908,,6.0,61.0,-146.2
2646,1908,,7.5,9.0,126.0
2647,1908,,6.6,-10.0,129.0
2648,1908,80,8.1,18.0,-99.0
2649,1908,,7.5,17.0,-101.0
2650,1908,,7.5,3.0,123.0
2651,1908,33,6.8,19.0,-155.0
2652,1908,220,7.0,36.5,70.5
2653,1908,40,7.6,45.0,150.0
2654,1908,33,8.2,-14.0,-78.0
2655,1908,,7.5,26.5,97.0
2656,1908,40,7.0,38.17,15.58
2657,1909,,5.8,38.6,26.9
2658,1909,33,7.7,33.0,50.0
2660,1909,,6.3,40.2,37.8
2661,1909,550,7.8,-18.0,-179.0
2662,1909,,6.7,34.5,141.5
2663,1909,80,7.5,34.5,141.5
2666,1909,,7.8,52.0,175.0
2667,1909,,7.3,25.0,121.5
2668,1909,,6.6,38.9,-8.8
2670,1909,,6.5,24.4,103.0
2671,1909,40,7.6,-2.0,101.0
2673,1909,,7.6,-26.5,-70.5
2674,1909,,6.2,43.7,5.4
2675,1909,230,8.1,36.5,70.5
2678,1909,4,5.7,37.9,21.5
2679,1909,,7.8,16.8,-99.8
2680,1909,33,6.9,35.4,136.3
2682,1909,60,7.2,30.0,68.0
2684,1909,,5.8,40.3,29.6
2685,1909,,4.7,17.0,-101.2
2686,1909,190,7.9,32.0,131.0
2687,1909,,7.3,24.4,121.8
2688,1909,,7.7,-10.0,165.0
2689,1909,100,8.0,12.5,145.0
2690,1910,60,7.5,17.0,-85.0
2691,1910,,6.8,35.0,122.0
2692,1910,350,7.4,33.0,138.5
2693,1910,,6.0,-4.25,152.25
2694,1910,200,7.8,25.5,122.5
2697,1910,60,7.5,42.0,145.0
2698,1910,80,7.5,-20.0,169.0
2699,1910,33,5.9,40.9,15.4
2700,1910,100,7.9,-19.0,169.5
2701,1910,33,6.4,36.0,4.0
2702,1910,,6.1,40.9,34.6
2703,1910,,6.9,16.8,-95.9
2705,1910,70,7.9,-16.0,166.0
2706,1910,90,7.2,-14.0,166.5
2707,1910,33,8.0,-8.0,167.0
2708,1910,,7.3,-8.0,31.0
2709,1910,,7.5,4.5,126.0
2710,1910,,6.7,4.0,127.0
2711,1910,60,6.2,9.0,125.5
2712,1911,25,7.7,43.5,77.5
2713,1911,,5.5,39.8,114.5
2715,1911,26,7.4,38.2,72.8
2716,1911,,6.7,41.1,20.7
2717,1911,50,6.7,31.23,57.03
2718,1911,240,7.6,51.8,156.0
2720,1911,,5.5,23.0,115.3
2721,1911,11,7.9,17.5,-102.5
2722,1911,160,8.0,28.0,130.0
2723,1911,190,7.6,36.0,70.5
2724,1911,50,7.8,9.0,126.0
2725,1911,,5.0,43.2,0.2
2726,1911,17,7.7,7.0,137.0
2727,1911,,7.3,-20.0,-72.0
2728,1911,60,6.9,60.5,-149.0
2729,1911,1,4.3,37.7,15.2
2731,1911,50,7.6,17.0,-100.7
2732,1912,60,7.0,38.0,20.5
2733,1912,60,7.5,64.0,-20.0
2735,1912,25,8.0,21.0,97.0
2736,1912,100,6.6,40.5,142.0
2737,1912,30,7.0,-5.62,-80.413
2738,1912,60,7.8,40.5,27.2
2740,1912,50,7.5,7.0,138.0
2741,1912,33,6.9,7.0,138.0
2742,1912,90,7.5,57.5,-155.0
2744,1912,,7.8,19.9,-99.8
2746,1912,620,7.5,-29.0,-62.5
2747,1913,120,7.5,46.0,152.0
2748,1913,33,6.8,-41.8,171.5
2749,1913,50,7.7,-3.4,-79.6
2750,1913,15,7.8,5.354,126.121
2751,1913,,5.8,26.8,53.7
2752,1913,60,7.7,9.5,127.8
2753,1913,60,7.5,-5.0,154.0
2754,1913,,6.8,43.5,25.5
2755,1913,33,7.6,-20.0,-174.0
2757,1913,30,7.0,-16.6,-73.3
2758,1913,60,7.7,47.5,155.5
2759,1913,33,7.9,-17.0,-74.0
2760,1913,,6.0,28.4,102.3
2761,1913,,6.7,7.1,-80.6
2762,1913,33,7.0,-7.0,148.0
2763,1913,230,8.1,-19.5,169.0
2764,1913,10,6.3,-14.2,-72.9
2765,1913,80,7.5,-18.0,169.0
2766,1913,10,7.0,24.15,102.45
2767,1914,,7.1,31.58,130.67
2770,1914,33,7.6,-35.0,-73.0
2771,1914,130,7.2,-17.0,-72.0
2772,1914,33,7.2,39.2,139.8
2773,1914,150,7.5,16.8,-92.2
2774,1914,,4.9,37.7,15.2
2775,1914,15,8.1,-1.829,136.943
2776,1914,,5.6,39.2,36.0
2777,1914,10,5.8,-0.2,-78.2
2778,1914,35,7.6,-3.924,101.82
2779,1914,,7.5,43.5,91.5
2781,1914,,7.0,37.82,30.27
2783,1914,,6.0,38.25,23.25
2784,1914,60,7.6,6.0,132.5
2785,1914,110,8.1,22.0,143.0
2786,1914,30,6.3,38.8,20.6
2788,1915,10,7.5,42.0,13.5
2789,1915,60,7.7,23.6,123.5
2790,1915,25,8.1,47.0,155.0
2793,1915,160,7.6,-18.5,-68.5
2794,1915,,6.2,32.8,-115.5
2795,1915,20,7.3,53.5,163.3
2796,1915,14,6.7,38.5,20.7
2797,1915,80,7.9,14.0,-89.0
2798,1915,,7.6,40.5,-117.5
2799,1915,60,7.8,38.3,142.9
2800,1915,,6.0,-1.0,136.0
2801,1915,,6.4,18.0,119.5
2802,1915,,7.0,29.5,91.5
2803,1915,,6.6,14.56,-88.76
2804,1916,35,7.9,-4.739,152.548
2806,1916,30,8.1,-3.0,136.0
2807,1916,16,8.1,-3.0,135.5
2808,1916,33,7.8,41.0,37.0
2810,1916,33,8.0,29.5,131.5
2811,1916,60,7.7,48.5,178.5
2812,1916,60,7.5,11.0,-86.0
2813,1916,170,7.5,53.3,-170.0
2814,1916,60,7.8,33.0,141.0
2815,1916,80,7.2,18.5,-68.0
2816,1916,25,7.0,9.6,-82.0
2817,1916,600,7.5,-28.5,-63.0
2818,1916,,5.1,38.817,15.233
2819,1916,60,7.5,-4.0,144.5
2820,1916,180,7.5,-21.0,-68.0
2821,1916,33,7.7,30.0,81.0
2822,1916,,6.5,23.7,120.9
2823,1916,100,7.3,-9.0,113.0
2824,1916,11,4.9,46.3,14.6
2825,1916,60,7.7,46.5,160.0
2827,1916,,6.0,24.0,121.0
2828,1917,,6.3,23.9,120.9
2829,1917,,6.6,-7.0,116.0
2830,1917,,6.3,31.3,116.2
2831,1917,,6.5,24.47,118.08
2832,1917,13,5.6,45.9,15.6
2833,1917,40,7.8,56.5,163.0
2834,1917,,6.4,6.0,125.0
2835,1917,33,5.5,43.5,12.1
2836,1917,,8.0,-29.2,-177.0
2837,1917,33,5.8,23.2,121.6
2838,1917,,7.9,54.79,-169.12
2840,1917,,6.7,13.82,-89.31
2841,1917,25,8.3,-15.5,-173.0
2842,1917,60,7.7,25.0,123.0
2843,1917,,7.7,-3.0,143.5
2844,1917,33,6.8,28.0,104.0
2845,1917,460,7.5,42.5,131.0
2846,1917,100,7.8,-7.5,128.0
2847,1917,40,7.3,4.0,-74.0
2850,1917,60,7.5,-29.0,-177.5
2851,1917,,6.0,14.6,-90.6
2852,1917,33,7.7,15.0,-97.0
2854,1918,350,7.7,45.4,136.5
2855,1918,120,7.5,6.5,126.5
2856,1918,23,7.3,23.5,117.2
2857,1918,,6.8,33.7,-117.0
2858,1918,80,7.9,-28.5,-71.5
2859,1918,60,7.5,-3.5,142.5
2860,1918,60,7.6,24.5,91.0
2861,1918,,5.5,26.9,103.0
2862,1918,33,8.3,5.5,123.0
2863,1918,33,8.3,45.5,151.5
2865,1918,60,7.3,18.5,-67.5
2867,1918,25,7.8,44.5,151.5
2869,1918,190,8.1,-7.0,129.0
2870,1918,,7.8,-26.0,-71.0
2872,1919,33,7.4,8.0,126.0
2873,1919,180,8.3,-19.5,-176.5
2875,1919,,5.9,13.69,-89.19
2876,1919,25,8.1,-18.352,-172.515
2877,1919,60,7.6,40.5,145.5
2878,1919,35,7.8,-4.852,153.714
2879,1919,33,6.2,44.0,11.5
2880,1919,20,6.6,12.33,-88.291
2882,1919,,6.9,-16.5,180.0
2883,1919,10,5.6,41.4,12.6
2888,1920,,7.8,19.26,-96.97
2890,1920,60,7.7,-6.5,150.0
2891,1920,11,6.2,42.0,44.1
2892,1920,,8.0,23.5,122.7
2893,1920,15,7.0,-38.0,-73.5
2894,1920,10,5.8,44.3,10.3
2895,1920,35,7.8,-19.919,168.53
2896,1920,25,6.2,40.2,20.0
2897,1920,25,8.3,36.601,105.317
2898,1920,10,6.0,-32.7,-68.4
2899,1920,,5.6,40.5,19.5
2901,1921,120,7.5,15.0,-91.0
2902,1921,,7.7,19.7,-104.3
2903,1921,,6.2,0.7,117.9
2905,1921,,5.9,15.6,39.6
2906,1921,,7.5,-11.0,111.0
2907,1921,,4.8,3.8,16.3
2911,1921,60,7.5,8.0,127.0
2912,1921,215,7.8,36.5,70.5
2914,1921,650,7.6,-2.5,-71.0
2915,1922,33,7.2,-16.5,-73.0
2916,1922,600,7.6,2.5,-71.0
2917,1922,650,7.6,-2.5,-71.0
2918,1922,,7.5,-7.0,143.0
2920,1922,,7.6,41.0,-125.5
2921,1922,,6.4,11.7,-70.85
2923,1922,,6.3,10.2,124.1
2924,1922,,6.0,9.0,123.25
2925,1922,12,6.0,44.4,20.4
2929,1922,,5.1,36.3,1.3
2930,1922,,7.6,24.5,122.0
2931,1922,,7.4,-16.0,-72.5
2932,1922,90,7.5,47.0,151.8
2934,1922,35,8.7,-28.553,-70.755
2935,1922,230,7.5,36.5,70.5
2937,1922,,6.3,-43.0,173.0
2938,1923,,7.2,40.8,-124.5
2939,1923,19,8.3,54.0,161.0
2940,1923,10,5.5,37.6,57.3
2941,1923,,6.8,-0.4,-78.3
2942,1923,20,7.7,55.0,162.4
2943,1923,22,7.2,6.5,124.0
2945,1923,13,7.3,31.5,101.0
2946,1923,20,7.2,56.5,162.5
2947,1923,60,7.0,-28.75,-71.75
2950,1923,,5.7,35.2,59.2
2952,1923,,5.5,9.3,125.0
2954,1923,35,7.9,35.1,139.5
2955,1923,20,7.7,34.9,140.2
2956,1923,,6.4,37.2,57.7
2957,1923,,6.9,29.2,56.9
2958,1923,,7.5,-1.75,128.75
2959,1923,50,7.2,-4.5,151.5
2960,1923,,7.2,-5.0,152.0
2961,1923,,5.3,1.0,-77.5
2965,1924,,6.9,-1.6,-78.6
2966,1924,15,6.8,49.179,142.436
2967,1924,,5.6,35.1,5.2
2968,1924,33,8.3,6.5,126.5
2969,1924,,6.5,16.0,118.0
2970,1924,,5.3,39.7,42.8
2971,1924,,7.8,-56.0,157.5
2972,1924,120,7.6,44.737,147.416
2973,1924,33,7.3,36.8,83.8
2974,1924,50,7.5,-49.5,159.0
2976,1924,33,7.3,8.5,126.5
2977,1924,,6.8,40.0,42.0
2983,1925,,5.8,41.2,42.8
2984,1925,,6.8,60.0,-146.0
2986,1925,26,7.0,25.7,100.4
2988,1925,50,7.6,-18.5,168.5
2989,1925,33,6.8,9.3,122.7
2991,1925,50,7.1,-26.0,-71.5
2992,1925,,6.8,35.75,134.75
2993,1925,10,6.3,12.2,122.1
2994,1925,25,6.7,46.4,-111.24
2995,1925,10,6.8,34.418,-120.196
2997,1925,,5.9,38.0,30.5
2998,1925,135,6.7,12.2,-85.2
2999,1925,60,7.5,11.0,-42.0
3000,1925,,5.8,27.0,100.0
3001,1925,22,7.3,13.0,125.0
3002,1925,80,7.0,18.5,-107.0
3004,1925,,5.5,34.6,58.1
3005,1925,,5.5,28.5,51.2
3007,1926,60,7.5,-10.0,161.0
3009,1926,100,7.9,36.5,27.5
3010,1926,,5.8,-0.7,100.6
3012,1926,130,7.5,27.0,127.0
3014,1926,100,5.3,38.567,14.833
3016,1926,35,6.9,-9.674,159.519
3017,1926,50,7.9,-49.0,161.0
3019,1926,7,5.7,40.7,43.7
3020,1926,,7.9,-3.5,138.5
3021,1926,135,7.0,12.3,-85.8
3022,1926,,5.5,25.6,100.3
3023,1926,33,6.0,-28.0,-71.0
3025,1926,,5.8,41.0,19.5
3027,1927,,5.8,32.5,-115.5
3028,1927,10,7.3,35.6,135.1
3029,1927,,6.0,26.0,103.0
3030,1927,,5.0,24.1,102.0
3032,1927,12,5.9,44.1,20.5
3033,1927,27,7.6,36.75,102.0
3035,1927,27,6.0,44.4,34.4
3036,1927,120,7.3,36.75,22.75
3037,1927,33,6.3,32.0,35.5
3038,1927,10,6.9,37.9,142.0
3041,1927,20,6.9,34.2,142.0
3042,1927,,6.8,23.0,120.5
3043,1927,17,6.8,44.4,34.5
3044,1927,23,5.7,44.4,34.3
3046,1927,0,7.1,57.69,-136.07
